Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Junho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro
Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Cor ou Raça;Total4;-;-;0,0;0,0;-;4,3;-;4,5;-;5,3;-;5,8;-;6,2;-
Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Cor ou Raça;Branca;-;-;0,0;0,0;-;5,5;-;4,3;-;5,6;-;6,7;-;6,4;-
Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;3,9;-;4,6;-;5,3;-;5,7;-;6,2;-
Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Nível de instrução;Total;-;-;0,0;0,0;-;4,3;-;4,5;-;5,3;-;5,8;-;6,2;-
Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;3,0;-;3,7;-;4,4;-;4,5;-;4,8;-
Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;4,1;-;3,9;-;3,4;-;4,3;-;3,4;-
Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;5,6;-;4,7;-;6,5;-;7,7;-;8,3;-
Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;9,1;-;10,7;-;11,3;-;12,3;-;13,1;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Sexo;Total;-;-;0,0;0,0;-;9,6;-;9,3;-;8,1;-;7,9;-;7,6;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Sexo;Homem;-;-;0,0;0,0;-;13,9;-;13,7;-;13,0;-;11,7;-;11,5;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Sexo;Mulher;-;-;0,0;0,0;-;11,4;-;11,1;-;9,7;-;9,3;-;9,0;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;9,6;-;9,3;-;8,1;-;7,9;-;7,6;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;11,6;-;12,2;-;10,4;-;10,3;-;9,7;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;15,4;-;14,1;-;12,4;-;11,8;-;11,6;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Cor ou Raça;Total4;-;-;0,0;0,0;-;9,6;-;9,3;-;8,1;-;7,9;-;7,6;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Cor ou Raça;Branca;-;-;0,0;0,0;-;17,0;-;20,4;-;16,9;-;14,8;-;15,1;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;11,4;-;10,4;-;9,2;-;9,0;-;8,7;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Nível de instrução;Total;-;-;0,0;0,0;-;9,6;-;9,3;-;8,1;-;7,9;-;7,6;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;14,8;-;12,9;-;11,4;-;11,2;-;10,9;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;24,2;-;29,1;-;26,0;-;24,9;-;24,6;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;16,6;-;17,8;-;15,7;-;15,2;-;14,2;-
CV - Percentual de pessoas com alguma comorbidade e que testaram positivo em algum dos testes no total de pessoas com alguma comorbidade (%) ;Unidade da Federação;Maranhão;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;20,7;-;19,0;-;17,0;-;16,2;-;15,8;-
Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (mil pessoas) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Total ; -   ; -   ;-;  1 102 ;-;  1 036 ;Queda;  1 094 ;Aumento;  1 134 ;Aumento;  1 117 ;Estável
Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (mil pessoas) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Diabetes; -   ; -   ;-;   283 ;-;   254 ;Queda;   263 ;Estável;   278 ;Aumento;   272 ;Estável
Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (mil pessoas) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Hipertensão; -   ; -   ;-;   667 ;-;   657 ;Estável;   690 ;Aumento;   708 ;Aumento;   716 ;Estável
Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (mil pessoas) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Asma/Bronquite/Enfisema/Doença respiratória crônica ou outra doença do pulmão; -   ; -   ;-;   251 ;-;   207 ;Queda;   221 ;Estável;   226 ;Estável;   217 ;Estável
Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (mil pessoas) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Doença(s) do coração; -   ; -   ;-;   115 ;-;   95 ;Queda;   104 ;Estável;   112 ;Aumento;   105 ;Queda
Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (mil pessoas) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Depressão; -   ; -   ;-;   98 ;-;   81 ;Queda;   86 ;Estável;   88 ;Estável;   90 ;Estável
Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (mil pessoas) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Câncer; -   ; -   ;-;   29 ;-;   25 ;Estável;   27 ;Estável;   28 ;Estável;   25 ;Estável
CV - Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (%) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Total ;0,0;0,0;-;1,9;-;1,9;-;1,9;-;1,8;-;1,7;-
CV - Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (%) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Diabetes;0,0;0,0;-;3,7;-;4,0;-;3,7;-;3,6;-;3,5;-
CV - Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (%) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Hipertensão;0,0;0,0;-;2,0;-;2,0;-;2,0;-;1,9;-;1,8;-
CV - Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (%) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Asma/Bronquite/Enfisema/Doença respiratória crônica ou outra doença do pulmão;0,0;0,0;-;5,2;-;5,8;-;6,0;-;5,7;-;5,4;-
CV - Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (%) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Doença(s) do coração;0,0;0,0;-;6,8;-;7,3;-;7,0;-;6,8;-;6,8;-
CV - Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (%) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Depressão;0,0;0,0;-;7,6;-;8,5;-;8,0;-;8,2;-;8,2;-
CV - Pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade (%) ;Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Câncer;0,0;0,0;-;14,6;-;13,8;-;12,0;-;12,8;-;12,0;-
Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Total ;0,0;0,0;-;15,6;-;14,6;Queda;15,4;Aumento;16,0;Aumento;15,7;Estável
Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Diabetes;0,0;0,0;-;4,0;-;3,6;Queda;3,7;Estável;3,9;Aumento;3,8;Estável
Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Hipertensão;0,0;0,0;-;9,4;-;9,3;Estável;9,7;Aumento;10,0;Aumento;10,1;Estável
Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Asma/Bronquite/Enfisema/Doença respiratória crônica ou outra doença do pulmão;0,0;0,0;-;3,5;-;2,9;Queda;3,1;Estável;3,2;Estável;3,1;Estável
Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Doença(s) do coração;0,0;0,0;-;1,6;-;1,3;Queda;1,5;Estável;1,6;Aumento;1,5;Queda
Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Depressão;0,0;0,0;-;1,4;-;1,1;Queda;1,2;Estável;1,2;Estável;1,3;Estável
Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Câncer;0,0;0,0;-;0,4;-;0,4;Estável;0,4;Estável;0,4;Estável;0,4;Estável
CV - Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Total ;0,0;0,0;-;1,9;-;1,9;-;1,9;-;1,8;-;1,7;-
CV - Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Diabetes;0,0;0,0;-;3,7;-;4,0;-;3,7;-;3,6;-;3,5;-
CV - Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Hipertensão;0,0;0,0;-;2,0;-;2,0;-;2,0;-;1,9;-;1,8;-
CV - Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Asma/Bronquite/Enfisema/Doença respiratória crônica ou outra doença do pulmão;0,0;0,0;-;5,2;-;5,8;-;6,0;-;5,7;-;5,4;-
CV - Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Doença(s) do coração;0,0;0,0;-;6,8;-;7,3;-;7,0;-;6,8;-;6,8;-
CV - Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Depressão;0,0;0,0;-;7,6;-;8,5;-;8,0;-;8,2;-;8,2;-
CV - Percentual de pessoas com diagnóstico médico de alguma comorbidade por tipo de comorbidade no total da população (%);Unidade da Federação;Maranhão;-;-;Tipo de comorbidade;Câncer;0,0;0,0;-;14,6;-;13,8;-;12,0;-;12,8;-;12,0;-
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas);Unidade da Federação;Piauí;-;-;-;-;   183 ;   185 ;Estável;   161 ;Estável;   131 ;Queda;   98 ;Queda;   106 ;Estável;   109 ;Estável
CV - Pessoas que apresentaram algum dos sintoma(s) (%);Unidade da Federação;Piauí;-;-;-;-;8,0;8,1;-;8,5;-;8,4;-;9,3;-;9,6;-;10,6;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;Unidade da Federação;Piauí;-;-;-;-;5,6;5,6;Estável;4,9;Estável;4,0;Queda;3,0;Queda;3,2;Estável;3,3;Estável
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;Unidade da Federação;Piauí;-;-;-;-;8,0;8,1;-;8,5;-;8,4;-;9,3;-;9,6;-;10,6;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Unidade da Federação;Piauí;-;-;-;-;   18 ;   31 ;Aumento;   36 ;Estável;   22 ;Estável;   7 ;Queda;   16 ;Aumento;   10 ;Estável
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Unidade da Federação;Piauí;-;-;-;-;19,2;16,0;-;19,5;-;23,9;-;27,7;-;19,4;-;23,9;-
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%);Unidade da Federação;Piauí;-;-;-;-;0,5;1,0;Aumento;1,1;Estável;0,7;Estável;0,2;Queda;0,5;Aumento;0,3;Estável
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%);Unidade da Federação;Piauí;-;-;-;-;19,2;16,0;-;19,5;-;23,9;-;27,7;-;19,4;-;23,9;-
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Total;   183 ;   185 ;Estável;   161 ;Estável;   131 ;Queda;   98 ;Queda;   106 ;Estável;   109 ;Estável
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Foi a estabelecimento de saúde;   36 ;   38 ;Estável;   57 ;Aumento;   38 ;Estável;   26 ;Estável;   27 ;Estável;   24 ;Estável
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Não foi a estabelecimento de saúde;   147 ;   147 ;Estável;   105 ;Queda;   93 ;Estável;   72 ;Estável;   79 ;Estável;   86 ;Estável
CV - Pessoas que apresentaram algum dos sintoma(s) (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Total;8,0;8,1;-;8,5;-;8,4;-;9,3;-;9,6;-;10,6;-
CV - Pessoas que apresentaram algum dos sintoma(s) (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Foi a estabelecimento de saúde;15,7;13,5;-;13,6;-;17,8;-;15,5;-;15,0;-;15,6;-
CV - Pessoas que apresentaram algum dos sintoma(s) (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Não foi a estabelecimento de saúde;8,5;9,1;-;9,9;-;10,3;-;10,9;-;11,4;-;12,6;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Total;100,0;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Foi a estabelecimento de saúde;19,9;20,6;Estável;35,1;Aumento;29,0;Estável;26,4;Estável;25,5;Estável;21,8;Estável
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Não foi a estabelecimento de saúde;80,1;79,4;Estável;64,9;Queda;71,0;Estável;73,6;Estável;74,5;Estável;78,2;Estável
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Total;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Foi a estabelecimento de saúde;13,1;12,1;-;10,2;-;15,3;-;13,4;-;13,5;-;15,2;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Não foi a estabelecimento de saúde;3,2;3,1;-;5,5;-;6,3;-;4,8;-;4,6;-;4,2;-
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Total;   18 ;   31 ;Aumento;   36 ;Estável;   22 ;Estável;   7 ;Queda;   16 ;Aumento;   10 ;Estável
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Foi a estabelecimento de saúde;   9 ;   15 ;Estável;   24 ;Estável;   15 ;Estável;   3 ;Queda;   8 ;Aumento;   5 ;Estável
Pessoas que apresentaram sintomas referenciados conjugados3 (mil pessoas);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Não foi a estabelecimento de saúde;   9 ;   17 ;Estável;   12 ;Estável;   6 ;Estável;   4 ;Estável;   9 ;Estável;   5 ;Estável
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Total;19,2;16,0;-;19,5;-;23,9;-;27,7;-;19,4;-;23,9;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Foi a estabelecimento de saúde;24,8;21,6;-;24,9;-;30,4;-;34,8;-;23,8;-;32,5;-
CV - Pessoas que apresentaram sintomas referenciados conjugados3 (%) ;Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Não foi a estabelecimento de saúde;27,4;22,1;-;25,9;-;33,3;-;39,8;-;28,2;-;33,8;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Total;100,0;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Foi a estabelecimento de saúde;47,9;46,3;Estável;66,3;Estável;70,9;Estável;39,4;Queda;47,9;Estável;51,7;Estável
Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Não foi a estabelecimento de saúde;52,1;53,7;Estável;33,7;Estável;29,1;Estável;60,6;Aumento;52,1;Estável;48,3;Estável
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Total;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Foi a estabelecimento de saúde;18,6;16,0;-;11,4;-;13,0;-;32,1;-;18,3;-;22,2;-
CV - Distribuição das pessoas que apresentaram sintomas referenciados conjugados3 (%);Unidade da Federação;Piauí;-;-;Procura a estabelecimento de saúde;Não foi a estabelecimento de saúde;17,1;13,8;-;22,5;-;31,7;-;20,9;-;16,9;-;23,7;-
População residente (mil pessoas);Unidade da Federação;Piauí;-;-;Plano de Saúde Médico;Total;  3 280 ;  3 280 ;Aumento;  3 281 ;Aumento;  3 282 ;Aumento;  3 282 ;Aumento;  3 283 ;Aumento;  3 283 ;Aumento
População residente (mil pessoas);Unidade da Federação;Piauí;-;-;Plano de Saúde Médico;Tem plano de saúde médico;   584 ;   522 ;Queda;   494 ;Estável;   500 ;Estável;   507 ;Estável;   515 ;Estável;   507 ;Estável
